CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
771280008,12-29-2015,09:00:00,12-30-2015,18:00:00,12-30-2015,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,112,INSIDE,RESIDENCE - APT. HOUSE,1028824,201039,40.71837828,-73.83920301,"(40.718378275, -73.839203005)"
919371029,12-29-2015,09:00:00,12-29-2015,09:10:00,12-30-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,1003485,184732,40.67371073,-73.93065866,"(40.673710733, -73.930658663)"
791513796,12-29-2015,08:50:00,12-29-2015,08:55:00,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,47,INSIDE,RESIDENCE - PUBLIC HOUSING,1026876,262050,40.88584607,-73.84584298,"(40.88584607, -73.845842979)"
609356671,12-29-2015,08:45:00,12-30-2015,09:00:00,12-30-2015,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,45,FRONT OF,STREET,1034871,243270,40.83425848,-73.81707068,"(40.834258483, -73.81707068)"
455219067,12-29-2015,08:45:00,,,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",ATTEMPTED,VIOLATION,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,986061,213320,40.7521987,-73.99346505,"(40.752198698, -73.993465045)"
468427978,12-29-2015,08:00:00,12-30-2015,11:30:00,12-30-2015,126,MISCELLANEOUS PENAL LAW,198,CRIMINAL CONTEMPT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,INSIDE,RESIDENCE - APT. HOUSE,1010286,215134,40.75713952,-73.90602328,"(40.757139523, -73.906023281)"
132948334,12-29-2015,08:00:00,12-29-2015,21:00:00,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,1004500,250318,40.85372503,-73.92680199,"(40.85372503, -73.926801992)"
690463006,12-29-2015,07:00:00,12-29-2015,14:30:00,12-30-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,OTHER,1023314,263919,40.89099237,-73.85871416,"(40.890992367, -73.858714156)"
494598165,12-29-2015,06:00:00,,12:29:00,12-30-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,1005947,235372,40.81269914,-73.92161974,"(40.812699137, -73.921619736)"
411777037,12-29-2015,06:00:00,12-30-2015,06:46:00,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,33,FRONT OF,STREET,1000038,243153,40.83406831,-73.94294804,"(40.83406831, -73.94294804)"
552369929,12-29-2015,05:30:00,12-29-2015,17:00:00,12-30-2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,FRONT OF,STREET,988972,207813,40.73708228,-73.9829623,"(40.737082284, -73.9829623)"
328740906,12-29-2015,03:45:00,,,12-30-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,1014207,261276,40.88377378,-73.89166428,"(40.883773783, -73.891664283)"
476572993,12-29-2015,03:00:00,12-29-2015,03:10:00,12-30-2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESTAURANT/DINER,982560,208859,40.73995439,-74.00610001,"(40.739954393, -74.006100008)"
357225344,12-29-2015,03:00:00,12-29-2015,19:00:00,12-30-2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,INSIDE,RESIDENCE - APT. HOUSE,1006326,192629,40.69537956,-73.9203909,"(40.695379561, -73.920390901)"
514698127,12-29-2015,02:48:00,12-29-2015,03:00:00,12-30-2015,114,ARSON,264,"ARSON, MOTOR VEHICLE 1 2 3 & 4",COMPLETED,FELONY,OTHER,BRONX,41,REAR OF,STREET,1013810,236547,40.81590137,-73.89320903,"(40.815901372, -73.893209025)"
103041730,12-29-2015,01:00:00,12-29-2015,11:05:00,12-30-2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,HOSPITAL,1008789,177637,40.65422342,-73.91156341,"(40.654223423, -73.911563409)"
816806437,12-29-2015,00:30:00,12-29-2015,07:00:00,12-30-2015,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE - APT. HOUSE,1038778,216009,40.75941137,-73.80317323,"(40.759411366, -73.803173225)"
839389007,12-29-2015,00:01:00,12-29-2015,01:11:00,12-30-2015,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,1003065,184272,40.67244904,-73.93217406,"(40.672449039, -73.932174059)"
265856093,12-29-2015,00:01:00,12-29-2015,16:00:00,12-30-2015,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,24,INSIDE,GROCERY/BODEGA,992129,227985,40.79244697,-73.97154675,"(40.792446973, -73.971546752)"
386591295,12-29-2015,00:01:00,12-30-2015,07:00:00,12-30-2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,FRONT OF,RESIDENCE-HOUSE,1026600,228125,40.79273327,-73.84705536,"(40.792733273, -73.847055355)"
177701449,12-28-2015,23:00:00,12-29-2015,13:00:00,12-30-2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,106,,STREET,1038739,183613,40.67049255,-73.80357622,"(40.670492545, -73.803576216)"
783345122,12-28-2015,22:12:00,12-28-2015,22:40:00,12-30-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,RESIDENCE - APT. HOUSE,1009958,166422,40.62343734,-73.90739309,"(40.623437339, -73.90739309)"
292866052,12-28-2015,22:00:00,12-29-2015,09:45:00,12-30-2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,28,FRONT OF,STREET,998775,231473,40.80201216,-73.94753744,"(40.80201216, -73.947537444)"
998698121,12-28-2015,21:24:00,12-28-2015,21:30:00,12-30-2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,DEPARTMENT STORE,1001588,173046,40.64163915,-73.93752745,"(40.641639149, -73.937527449)"
392444615,12-28-2015,21:00:00,,,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,PARKING LOT/GARAGE (PUBLIC),1032324,256106,40.86950366,-73.82618279,"(40.869503662, -73.826182792)"
774035975,12-28-2015,20:45:00,12-28-2015,22:00:00,12-30-2015,109,GRAND LARCENY,410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,DEPARTMENT STORE,987220,212676,40.75043077,-73.98928218,"(40.750430768, -73.989282176)"
406416166,12-28-2015,20:30:00,12-28-2015,20:30:00,12-30-2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,1057778,200149,40.71574219,-73.73476316,"(40.71574219, -73.734763156)"
328392014,12-28-2015,20:00:00,12-30-2015,17:45:00,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,STREET,1000328,187464,40.68121575,-73.94203323,"(40.681215752, -73.942033227)"
331096070,12-28-2015,19:00:00,12-28-2015,20:00:00,12-30-2015,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,,DRY CLEANER/LAUNDRY,1021687,236876,40.81677452,-73.86474972,"(40.816774515, -73.864749722)"
218821818,12-28-2015,19:00:00,12-29-2015,19:15:00,12-30-2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,FRONT OF,STREET,1052916,190331,40.68883326,-73.75240191,"(40.688833256, -73.752401905)"
561456857,12-28-2015,19:00:00,12-30-2015,17:00:00,12-30-2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STREET,988652,163869,40.61646609,-73.9841457,"(40.616466089, -73.984145703)"
804211437,12-28-2015,19:00:00,12-30-2015,16:00:00,12-30-2015,341,PETIT LARCENY,357,"LARCENY,PETIT OF VEHICLE ACCES",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,OPPOSITE OF,STREET,1034708,217573,40.7637283,-73.81785281,"(40.763728299, -73.817852808)"
769819236,12-28-2015,19:00:00,12-30-2015,15:30:00,12-30-2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,FRONT OF,STREET,1005948,209763,40.7424092,-73.92169882,"(40.742409196, -73.921698817)"
635725648,12-28-2015,18:45:00,,,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,104,,RESIDENCE - APT. HOUSE,1011993,195045,40.70199497,-73.89994461,"(40.701994965, -73.899944612)"
830005077,12-28-2015,18:30:00,12-28-2015,18:45:00,12-30-2015,109,GRAND LARCENY,406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,986061,213320,40.7521987,-73.99346505,"(40.752198698, -73.993465045)"
221123603,12-28-2015,18:20:00,,,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,18,,STREET,989487,214741,40.75609762,-73.98109855,"(40.756097618, -73.98109855)"
449252466,12-28-2015,18:00:00,12-28-2015,19:00:00,12-30-2015,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,NA,NA,
242823225,12-28-2015,18:00:00,12-28-2015,18:30:00,12-30-2015,109,GRAND LARCENY,433,"LARCENY,GRAND FROM STORE-SHOPL",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,INSIDE,CLOTHING/BOUTIQUE,983316,202390,40.72219868,-74.003371,"(40.722198683, -74.003370996)"
712107008,12-28-2015,18:00:00,12-29-2015,11:00:00,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,79,FRONT OF,RESIDENCE - APT. HOUSE,996153,187214,40.68053616,-73.95708637,"(40.680536156, -73.957086365)"
283861294,12-28-2015,18:00:00,12-30-2015,22:00:00,12-30-2015,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESIDENCE - APT. HOUSE,986415,216744,40.76159663,-73.99218626,"(40.761596627, -73.992186259)"
891885067,12-28-2015,17:30:00,12-28-2015,17:40:00,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,FRONT OF,BUS (OTHER),987817,211442,40.74704353,-73.98712815,"(40.747043528, -73.987128148)"
780276220,12-28-2015,16:30:00,,,12-30-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,RESIDENCE-HOUSE,1033328,241267,40.82876954,-73.82266131,"(40.828769543, -73.822661309)"
523012536,12-28-2015,16:00:00,,,12-30-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,COMMERCIAL BUILDING,1013880,240034,40.82547196,-73.89294074,"(40.825471963, -73.892940737)"
459185310,12-28-2015,16:00:00,12-29-2015,08:45:00,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,1058413,181177,40.66366335,-73.73268138,"(40.663663349, -73.732681376)"
418471684,12-28-2015,15:30:00,12-28-2015,15:30:00,12-30-2015,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,STATEN ISLAND,120,FRONT OF,RESIDENCE - PUBLIC HOUSING,962020,165682,40.6214156,-74.08007851,"(40.621415599, -74.080078505)"
640236796,12-28-2015,15:00:00,12-30-2015,09:30:00,12-30-2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,1033092,259916,40.8799567,-73.82337821,"(40.879956703, -73.823378207)"
414757670,12-28-2015,15:00:00,,,12-30-2015,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,,STREET,986713,212638,40.75032662,-73.99111205,"(40.750326623, -73.991112045)"
621168463,12-28-2015,14:00:00,12-30-2015,03:36:00,12-30-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,50,INSIDE,RESIDENCE - PUBLIC HOUSING,1009728,258440,40.87600391,-73.90787301,"(40.876003912, -73.907873014)"
579639487,12-28-2015,14:00:00,12-30-2015,13:20:00,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,OPPOSITE OF,STREET,1031428,217804,40.76438045,-73.82969165,"(40.764380445, -73.829691648)"
104027047,12-28-2015,13:45:00,12-28-2015,14:00:00,12-30-2015,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,OTHER,930710,158548,40.60170039,-74.19280679,"(40.601700389, -74.19280679)"
997800630,12-28-2015,13:30:00,,,12-30-2015,109,GRAND LARCENY,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,1023291,258416,40.87588847,-73.85882942,"(40.875888469, -73.858829418)"
980301910,12-28-2015,13:00:00,,,12-30-2015,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,987746,220076,40.77074168,-73.9873799,"(40.770741681, -73.987379899)"
904621468,12-28-2015,12:00:00,12-28-2015,13:15:00,12-30-2015,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,PORT AUTHORITY,QUEENS,113,,AIRPORT TERMINAL,1046315,187088,40.67998074,-73.77623391,"(40.679980738, -73.776233907)"
531046107,12-28-2015,11:39:00,12-28-2015,11:39:00,12-30-2015,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,30,INSIDE,RESIDENCE - APT. HOUSE,997888,239500,40.82404545,-73.95072496,"(40.824045452, -73.950724962)"
113973797,12-28-2015,11:30:00,12-28-2015,12:00:00,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,10,FRONT OF,RESIDENCE - PUBLIC HOUSING,983416,212261,40.74929216,-74.00301146,"(40.749292156, -74.003011456)"
685731805,12-28-2015,11:00:00,12-28-2015,13:00:00,12-30-2015,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,INSIDE,RESIDENCE - APT. HOUSE,981158,161882,40.61101274,-74.01113773,"(40.611012736, -74.011137728)"
804576965,12-28-2015,10:15:00,12-28-2015,22:00:00,12-30-2015,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,FRONT OF,STREET,1005177,209879,40.74272944,-73.9244808,"(40.742729444, -73.924480799)"
824994606,12-28-2015,10:00:00,12-30-2015,10:00:00,12-30-2015,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,68,,STREET,979438,169069,40.63073879,-74.01733768,"(40.630738788, -74.017337681)"
172370497,12-28-2015,09:30:00,,,12-30-2015,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,1003856,242439,40.83210094,-73.92915295,"(40.832100936, -73.929152947)"
932289537,12-28-2015,09:00:00,12-28-2015,21:30:00,12-30-2015,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,1003312,250831,40.85513571,-73.9310949,"(40.855135707, -73.931094899)"
461603755,12-28-2015,08:30:00,,,12-30-2015,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,,STREET,1024471,243119,40.83389752,-73.85465433,"(40.833897518, -73.85465433)"
295978217,12-28-2015,08:00:00,12-30-2015,00:15:00,12-30-2015,109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,OTHER,1003788,221416,40.77439873,-73.92945985,"(40.774398732, -73.929459847)"
498306716,12-28-2015,08:00:00,12-30-2015,15:00:00,12-30-2015,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,957734,172698,40.64066124,-74.09554512,"(40.640661237, -74.095545122)"
189656820,12-28-2015,07:31:00,12-28-2015,07:45:00,12-30-2015,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. STATE POLICE,BROOKLYN,71,INSIDE,HOSPITAL,1001418,178337,40.65616213,-73.93812654,"(40.656162127, -73.938126544)"
910144343,12-28-2015,07:30:00,12-28-2015,07:30:00,12-30-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,25,INSIDE,RESIDENCE - APT. HOUSE,1001822,230982,40.80065897,-73.93653303,"(40.800658966, -73.93653303)"
676784356,12-28-2015,03:00:00,,,12-30-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,50,INSIDE,RESIDENCE - PUBLIC HOUSING,1009554,258698,40.87671254,-73.90850122,"(40.876712543, -73.908501223)"
623264961,12-28-2015,02:06:00,12-28-2015,02:50:00,12-30-2015,114,ARSON,264,"ARSON, MOTOR VEHICLE 1 2 3 & 4",COMPLETED,FELONY,OTHER,BROOKLYN,61,FRONT OF,STREET,1002337,153854,40.58895959,-73.93487999,"(40.588959587, -73.934879987)"
417009656,12-28-2015,02:00:00,12-28-2015,04:00:00,12-30-2015,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,FRONT OF,RESIDENCE - APT. HOUSE,996022,161171,40.60905391,-73.95760411,"(40.609053908, -73.957604114)"
881872773,12-28-2015,01:00:00,12-30-2015,09:22:00,12-30-2015,107,BURGLARY,224,"BURGLARY,RESIDENCE,UNKNOWN TIM",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,81,INSIDE,RESIDENCE - APT. HOUSE,1003856,191276,40.69167171,-73.92930216,"(40.691671707, -73.929302157)"
365986471,12-27-2015,22:15:00,12-28-2015,02:28:00,12-30-2015,121,CRIMINAL MISCHIEF & RELATED OF,268,CRIMINAL MIS 2 & 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,INSIDE,TRANSIT FACILITY (OTHER),1028531,246932,40.84434366,-73.83995752,"(40.844343656, -73.839957515)"
875330162,12-27-2015,20:00:00,12-27-2015,23:59:00,12-30-2015,107,BURGLARY,213,"BURGLARY,COMMERCIAL,NIGHT",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,INSIDE,COMMERCIAL BUILDING,1021469,254216,40.86436864,-73.86544108,"(40.864368635, -73.865441078)"
157419440,12-25-2015,02:30:00,,,12-25-2015,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,SYNAGOGUE,999902,183191,40.66948809,-73.94357907,"(40.669488093, -73.943579065)"
781263232,12-27-2015,19:00:00,12-27-2015,20:00:00,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,998166,177330,40.65340384,-73.9498491,"(40.65340384, -73.949849097)"
476758632,12-27-2015,19:00:00,12-27-2015,20:00:00,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,997466,171457,40.63728479,-73.95238336,"(40.637284793, -73.952383355)"
266252994,12-27-2015,18:30:00,12-27-2015,18:38:00,12-30-2015,344,ASSAULT 3 & RELATED OFFENSES,114,OBSTR BREATH/CIRCUL,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,69,INSIDE,RESIDENCE - PUBLIC HOUSING,1013756,175466,40.64824935,-73.89367196,"(40.648249346, -73.89367196)"
985368419,12-27-2015,16:00:00,12-27-2015,18:30:00,12-30-2015,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,INSIDE,COMMERCIAL BUILDING,1007508,217126,40.76261479,-73.91604371,"(40.762614794, -73.916043705)"
716146137,12-27-2015,14:00:00,12-30-2015,13:46:00,12-30-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,STREET,997840,171444,40.63724855,-73.95103584,"(40.637248545, -73.951035836)"
516383315,12-27-2015,13:00:00,12-27-2015,15:40:00,12-30-2015,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,RESIDENCE - APT. HOUSE,996267,171694,40.63793701,-73.95670301,"(40.637937014, -73.956703006)"
298212048,12-27-2015,01:30:00,12-27-2015,01:45:00,12-30-2015,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,107,REAR OF,PARKING LOT/GARAGE (PRIVATE),1037831,208034,40.73752784,-73.80665511,"(40.737527837, -73.806655111)"
542941318,12-27-2015,00:01:00,12-28-2015,17:19:00,12-30-2015,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,NA,NA,
960497312,12-27-2015,00:01:00,12-28-2015,23:59:00,12-30-2015,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,NA,NA,NA,NA,
263016687,12-26-2015,22:00:00,12-26-2015,22:30:00,12-30-2015,109,GRAND LARCENY,411,"LARCENY,GRAND FROM EATERY, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESTAURANT/DINER,987472,214939,40.75664204,-73.98837158,"(40.756642042, -73.988371577)"
